CASEID,race,sex,earn2009,bmonth,byear,afqt,region_1979,faminc1978,hgc,nsibs79
3324,BLACK,MALE,58761.37,11,1959,30.357,2,47223.18,12,3
3325,BLACK,FEMALE,0,4,1958,4.022,2,2698.987,12,6
3326,BLACK,MALE,,10,1963,3.975,2,43590.63,12,4
3327,BLACK,MALE,33136.11,6,1958,11.116,2,,12,3
3328,"NON-BLACK, NON-HISPANIC",MALE,,4,1960,54.747,2,54488.29,12,6
3329,"NON-BLACK, NON-HISPANIC",MALE,0,4,1962,70.007,2,87181.27,12,2
3330,"NON-BLACK, NON-HISPANIC",MALE,75108.52,9,1964,21.713,2,79916.16,12,2
3331,"NON-BLACK, NON-HISPANIC",MALE,0,12,1958,18.388,2,39594.82,13,0
3332,"NON-BLACK, NON-HISPANIC",FEMALE,0,8,1961,,2,69018.5,13,6
3333,"NON-BLACK, NON-HISPANIC",MALE,49704.17,5,1961,,2,,12,0
3334,BLACK,MALE,0,4,1963,28.972,2,72651.05,12,2
3335,"NON-BLACK, NON-HISPANIC",MALE,,9,1960,53.555,2,25936.43,,2
3336,"NON-BLACK, NON-HISPANIC",MALE,,4,1957,21.195,2,79916.16,,1
3337,"NON-BLACK, NON-HISPANIC",FEMALE,90572.04,9,1961,89.081,2,145302.1,18,3
3338,"NON-BLACK, NON-HISPANIC",FEMALE,0,11,1959,89.463,2,,16,2
3339,"NON-BLACK, NON-HISPANIC",FEMALE,,7,1961,89.511,2,72651.05,12,2
3340,"NON-BLACK, NON-HISPANIC",MALE,,9,1961,51,2,,10,3
3341,"NON-BLACK, NON-HISPANIC",FEMALE,49704.17,9,1961,38.607,2,65385.95,18,5
3342,"NON-BLACK, NON-HISPANIC",FEMALE,47495.09,9,1959,21.982,2,,17,5
3343,"NON-BLACK, NON-HISPANIC",FEMALE,23368.69,4,1964,24.527,2,54488.29,10,1
3344,"NON-BLACK, NON-HISPANIC",MALE,,1,1958,51.012,2,53761.78,,4
3345,"NON-BLACK, NON-HISPANIC",FEMALE,0,5,1960,46.92,2,73014.31,,2
3346,"NON-BLACK, NON-HISPANIC",MALE,49704.17,5,1963,19.847,2,76283.61,12,2
3347,"NON-BLACK, NON-HISPANIC",FEMALE,49704.17,6,1957,35.431,2,78099.88,12,6
3348,"NON-BLACK, NON-HISPANIC",FEMALE,,11,1959,31.705,2,116241.7,12,6
3349,"NON-BLACK, NON-HISPANIC",FEMALE,,7,1961,18.676,2,116241.7,12,6
3350,"NON-BLACK, NON-HISPANIC",FEMALE,11597.64,5,1963,59.694,2,116241.7,14,6
3351,"NON-BLACK, NON-HISPANIC",MALE,0,9,1959,64.625,2,85364.98,15,4
3352,"NON-BLACK, NON-HISPANIC",FEMALE,7731.76,6,1962,76.359,2,90813.81,16,4
3353,"NON-BLACK, NON-HISPANIC",MALE,50808.71,1,1961,16.881,2,88997.54,12,3
3354,"NON-BLACK, NON-HISPANIC",MALE,13254.45,5,1962,32.157,2,94446.37,13,3
3355,"NON-BLACK, NON-HISPANIC",FEMALE,61854.08,9,1959,62.443,2,,14,2
3356,"NON-BLACK, NON-HISPANIC",MALE,0,2,1961,43.776,2,363.2554,13,4
3357,"NON-BLACK, NON-HISPANIC",MALE,344973.4,10,1964,63.141,2,108976.6,18,5
3358,"NON-BLACK, NON-HISPANIC",FEMALE,,11,1957,77.831,2,,16,5
3359,"NON-BLACK, NON-HISPANIC",MALE,24299.82,5,1959,72.763,2,98078.92,14,6
3360,"NON-BLACK, NON-HISPANIC",FEMALE,23195.28,6,1964,67.272,2,90813.81,16,2
3361,"NON-BLACK, NON-HISPANIC",MALE,344973.4,7,1963,75.092,2,90813.81,18,2
3362,"NON-BLACK, NON-HISPANIC",FEMALE,0,11,1957,34.454,2,-3632.553,12,1
3363,"NON-BLACK, NON-HISPANIC",FEMALE,0,2,1964,77.027,2,,12,2
3364,"NON-BLACK, NON-HISPANIC",FEMALE,,11,1959,84.004,2,,14,4
3365,"NON-BLACK, NON-HISPANIC",FEMALE,19881.67,3,1964,42.299,2,,14,4
3366,"NON-BLACK, NON-HISPANIC",MALE,,1,1958,74.27,3,,19,2
3367,"NON-BLACK, NON-HISPANIC",FEMALE,66658.81,11,1961,98.982,2,,18,4
3368,"NON-BLACK, NON-HISPANIC",FEMALE,102721.9,5,1964,99.39999,2,,16,4
3369,"NON-BLACK, NON-HISPANIC",FEMALE,0,6,1959,91.112,2,,16,4
3370,"NON-BLACK, NON-HISPANIC",FEMALE,99835.8,8,1964,76.987,2,,17,0
3371,BLACK,FEMALE,7731.76,10,1964,31.539,2,43590.63,12,
3372,"NON-BLACK, NON-HISPANIC",MALE,,1,1958,18.701,2,69745.01,15,5
3373,"NON-BLACK, NON-HISPANIC",FEMALE,,12,1959,17.885,2,78099.88,12,5
3374,"NON-BLACK, NON-HISPANIC",MALE,100512.9,6,1962,51.063,2,90813.81,12,5
3375,"NON-BLACK, NON-HISPANIC",MALE,29822.5,8,1958,48.318,2,127139.3,14,7
3376,"NON-BLACK, NON-HISPANIC",MALE,99408.34,9,1960,74.979,2,170730,18,7
3377,"NON-BLACK, NON-HISPANIC",FEMALE,,6,1962,85.98601,2,181627.6,,7
3378,"NON-BLACK, NON-HISPANIC",FEMALE,22201.2,10,1958,58.958,2,69018.5,16,2
3379,"NON-BLACK, NON-HISPANIC",MALE,104931,3,1963,81.031,2,90813.81,18,2
3380,"NON-BLACK, NON-HISPANIC",MALE,88362.97,5,1960,90.763,2,169640.2,14,2
3381,"NON-BLACK, NON-HISPANIC",MALE,110453.7,12,1961,79.141,2,181627.6,12,2
3382,"NON-BLACK, NON-HISPANIC",MALE,,11,1962,77.607,2,90813.81,,1
3383,"NON-BLACK, NON-HISPANIC",FEMALE,,6,1960,68.563,2,79916.16,,1
3384,"NON-BLACK, NON-HISPANIC",FEMALE,,8,1962,66.224,2,145302.1,,9
3385,"NON-BLACK, NON-HISPANIC",MALE,0,7,1963,86.301,2,145302.1,13,9
3386,"NON-BLACK, NON-HISPANIC",FEMALE,,5,1964,34.209,2,145302.1,14,9
3387,BLACK,FEMALE,64063.15,6,1959,65.907,2,98078.92,15,3
3388,BLACK,MALE,,12,1963,98.97,2,101711.5,17,3
3389,"NON-BLACK, NON-HISPANIC",MALE,34240.65,2,1959,72.59,2,54488.29,12,3
3390,BLACK,MALE,75108.52,3,1960,80.34799,2,173636,18,2
3391,BLACK,MALE,0,7,1958,,2,,16,4
3392,BLACK,MALE,61854.08,9,1957,33.465,2,93356.6,13,4
3393,BLACK,FEMALE,50808.71,8,1964,27.639,2,145302.1,17,2
3394,BLACK,MALE,0,7,1957,65.826,2,114425.4,19,0
3395,"NON-BLACK, NON-HISPANIC",MALE,,10,1962,75.491,2,36325.53,12,0
3396,"NON-BLACK, NON-HISPANIC",MALE,,5,1962,84.632,2,90813.81,,3
3397,"NON-BLACK, NON-HISPANIC",FEMALE,20986.21,9,1963,48.483,2,90813.81,12,3
3398,"NON-BLACK, NON-HISPANIC",MALE,,11,1962,54.253,2,,12,4
3399,"NON-BLACK, NON-HISPANIC",MALE,0,4,1957,80.288,2,,12,4
3400,"NON-BLACK, NON-HISPANIC",MALE,68481.3,5,1960,16.139,2,,12,4
3401,"NON-BLACK, NON-HISPANIC",MALE,38658.8,11,1960,35.316,2,83548.7,12,1
3402,"NON-BLACK, NON-HISPANIC",FEMALE,6627.223,5,1962,65.213,2,119874.2,16,1
3403,"NON-BLACK, NON-HISPANIC",MALE,55226.86,11,1960,52.847,2,17436.25,12,0
3404,"NON-BLACK, NON-HISPANIC",MALE,,11,1962,89.713,2,69018.5,16,3
3405,"NON-BLACK, NON-HISPANIC",MALE,26508.89,10,1964,95.206,2,69018.5,13,3
3406,"NON-BLACK, NON-HISPANIC",FEMALE,51913.24,8,1963,87.896,2,127139.3,17,2
3407,"NON-BLACK, NON-HISPANIC",FEMALE,34240.65,1,1957,,2,162011.9,16,2
3408,"NON-BLACK, NON-HISPANIC",FEMALE,,11,1959,25.825,2,54488.29,12,5
3409,"NON-BLACK, NON-HISPANIC",FEMALE,,6,1962,62.361,2,87181.27,,5
3410,"NON-BLACK, NON-HISPANIC",MALE,82840.28,10,1959,73.196,2,130771.9,16,1
3411,"NON-BLACK, NON-HISPANIC",FEMALE,,10,1964,86.623,2,7265.105,15,3
3412,"NON-BLACK, NON-HISPANIC",FEMALE,15463.52,9,1959,,2,,12,4
3413,"NON-BLACK, NON-HISPANIC",FEMALE,51913.24,2,1958,73.678,2,,12,2
3414,"NON-BLACK, NON-HISPANIC",MALE,,8,1957,52.758,2,134404.4,16,4
3415,"NON-BLACK, NON-HISPANIC",MALE,,10,1960,40.203,2,152567.2,,4
3416,"NON-BLACK, NON-HISPANIC",FEMALE,32031.58,11,1961,41.012,2,54488.29,12,7
3417,"NON-BLACK, NON-HISPANIC",MALE,0,6,1963,41.461,2,54488.29,12,7
3418,"NON-BLACK, NON-HISPANIC",FEMALE,49704.17,6,1964,46.63,2,54488.29,12,7
3419,"NON-BLACK, NON-HISPANIC",FEMALE,65167.69,2,1957,41.65,2,62843.16,14,3
3420,"NON-BLACK, NON-HISPANIC",MALE,77317.59,1,1959,76.206,2,139126.8,14,2
3421,"NON-BLACK, NON-HISPANIC",FEMALE,106035.6,7,1961,77.549,2,127139.3,13,4
3422,"NON-BLACK, NON-HISPANIC",FEMALE,0,12,1962,75.246,2,127139.3,17,4
3423,"NON-BLACK, NON-HISPANIC",FEMALE,37554.26,11,1960,89.754,2,,16,4
3424,"NON-BLACK, NON-HISPANIC",FEMALE,33136.11,9,1958,86.745,2,6175.34,14,4
3425,"NON-BLACK, NON-HISPANIC",MALE,,1,1964,79.069,2,14530.21,13,4
3426,"NON-BLACK, NON-HISPANIC",FEMALE,6074.954,9,1962,93.457,2,,16,2
3427,"NON-BLACK, NON-HISPANIC",FEMALE,,8,1961,91.97501,2,,,3
3428,"NON-BLACK, NON-HISPANIC",FEMALE,10934.92,6,1957,96.36501,2,174362.5,19,6
3429,"NON-BLACK, NON-HISPANIC",FEMALE,1325.444,6,1957,84.702,2,,16,6
3430,"NON-BLACK, NON-HISPANIC",FEMALE,0,2,1960,98.418,2,182717.4,16,6
3431,"NON-BLACK, NON-HISPANIC",MALE,16568.06,8,1963,,2,181627.6,17,6
3432,"NON-BLACK, NON-HISPANIC",FEMALE,33136.11,1,1960,92.486,2,,13,2
3433,"NON-BLACK, NON-HISPANIC",FEMALE,8836.297,12,1957,68.90601,3,,16,2
3434,HISPANIC,FEMALE,69585.84,8,1958,27.003,2,,16,1
3435,HISPANIC,FEMALE,24299.82,5,1957,0.131,2,,0,7
3436,HISPANIC,FEMALE,0,1,1960,0,2,32838.28,6,11
3437,HISPANIC,MALE,,3,1961,0,2,36325.53,7,10
3438,HISPANIC,FEMALE,20986.21,6,1964,0,2,3632.553,7,10
3439,"NON-BLACK, NON-HISPANIC",MALE,,2,1964,55.549,2,,,4
3440,"NON-BLACK, NON-HISPANIC",MALE,87258.43,6,1961,12.346,2,14530.21,11,4
3441,"NON-BLACK, NON-HISPANIC",MALE,0,6,1960,15.622,2,,10,1
3442,"NON-BLACK, NON-HISPANIC",FEMALE,,1,1962,95.099,2,72651.05,18,2
3443,"NON-BLACK, NON-HISPANIC",MALE,,5,1963,95.575,2,72651.05,,2
3444,"NON-BLACK, NON-HISPANIC",FEMALE,24299.82,7,1959,25.156,2,,12,2
3445,"NON-BLACK, NON-HISPANIC",FEMALE,68434.91,9,1959,70.65,2,,12,4
3446,"NON-BLACK, NON-HISPANIC",FEMALE,,4,1957,34.824,2,,12,4
3447,BLACK,FEMALE,,6,1959,8.375999,2,,12,6
3448,"NON-BLACK, NON-HISPANIC",FEMALE,,12,1960,,2,,9,3
3449,"NON-BLACK, NON-HISPANIC",MALE,,6,1961,,2,272445.1,,3
3450,"NON-BLACK, NON-HISPANIC",MALE,,3,1963,,2,272445.1,15,3
3451,"NON-BLACK, NON-HISPANIC",FEMALE,44181.48,7,1964,,2,154383.5,18,3
3452,"NON-BLACK, NON-HISPANIC",FEMALE,26508.89,7,1963,44.827,2,87181.27,12,1
3453,"NON-BLACK, NON-HISPANIC",MALE,56331.39,2,1964,28.581,2,99895.2,12,1
3454,"NON-BLACK, NON-HISPANIC",FEMALE,99408.34,11,1958,,3,,12,6
3455,"NON-BLACK, NON-HISPANIC",MALE,,12,1959,63.061,2,69018.5,12,4
3456,"NON-BLACK, NON-HISPANIC",FEMALE,49704.17,12,1960,39.194,0,77010.11,12,4
3457,"NON-BLACK, NON-HISPANIC",FEMALE,28717.96,8,1962,14.135,2,90813.81,14,4
3458,"NON-BLACK, NON-HISPANIC",FEMALE,37554.26,8,1962,25.83,2,90813.81,14,4
3459,"NON-BLACK, NON-HISPANIC",FEMALE,35345.19,4,1963,83.153,2,72651.05,13,2
3460,"NON-BLACK, NON-HISPANIC",MALE,0,9,1964,22.708,2,72651.05,12,2
3461,"NON-BLACK, NON-HISPANIC",MALE,83944.82,3,1961,88.411,2,87181.27,14,5
3462,"NON-BLACK, NON-HISPANIC",MALE,,6,1962,47.612,2,87181.27,13,5
3463,"NON-BLACK, NON-HISPANIC",MALE,77317.59,11,1963,63.241,2,87181.27,16,5
3464,"NON-BLACK, NON-HISPANIC",MALE,96094.73,10,1961,96.279,2,72651.05,16,3
3465,"NON-BLACK, NON-HISPANIC",FEMALE,50808.71,6,1963,82.154,2,72651.05,12,3
3466,"NON-BLACK, NON-HISPANIC",MALE,78422.13,6,1964,88.224,2,72651.05,16,3
3467,"NON-BLACK, NON-HISPANIC",FEMALE,,10,1957,43.428,2,122053.8,12,2
3468,"NON-BLACK, NON-HISPANIC",MALE,93885.66,11,1958,94.705,2,217953.2,14,2
3469,"NON-BLACK, NON-HISPANIC",FEMALE,579.882,7,1964,97.109,2,54488.29,18,0
3470,"NON-BLACK, NON-HISPANIC",MALE,,5,1959,49.625,2,43590.63,12,3
3471,"NON-BLACK, NON-HISPANIC",MALE,0,4,1962,18.838,2,61753.39,12,3
3472,"NON-BLACK, NON-HISPANIC",MALE,,8,1960,58.518,2,,18,3
3473,"NON-BLACK, NON-HISPANIC",MALE,144694.4,5,1962,30.285,2,,12,3
3474,"NON-BLACK, NON-HISPANIC",MALE,,5,1962,12.607,2,,12,3
3475,"NON-BLACK, NON-HISPANIC",FEMALE,14314.8,3,1961,18.263,2,,12,2
3476,"NON-BLACK, NON-HISPANIC",FEMALE,0,3,1963,33.828,2,65385.95,13,2
3477,"NON-BLACK, NON-HISPANIC",FEMALE,5743.593,10,1961,63.21,2,61753.39,14,2
3478,"NON-BLACK, NON-HISPANIC",MALE,,8,1958,43.424,2,87181.27,12,2
3479,"NON-BLACK, NON-HISPANIC",MALE,121499.1,1,1964,39.476,2,123506.8,12,2
3480,"NON-BLACK, NON-HISPANIC",FEMALE,,6,1958,25.652,2,54488.29,12,5
3481,"NON-BLACK, NON-HISPANIC",FEMALE,56331.39,7,1957,65.371,2,,14,2
3482,"NON-BLACK, NON-HISPANIC",MALE,23195.28,6,1958,14.447,2,32692.97,13,8
3483,"NON-BLACK, NON-HISPANIC",MALE,132544.5,11,1959,23.172,2,,13,3
3484,"NON-BLACK, NON-HISPANIC",MALE,,9,1964,5.647,2,,12,3
3485,"NON-BLACK, NON-HISPANIC",FEMALE,,11,1962,93.419,2,88997.54,17,5
3486,"NON-BLACK, NON-HISPANIC",FEMALE,108244.6,10,1958,83.037,2,83548.71,14,6
3487,"NON-BLACK, NON-HISPANIC",FEMALE,,1,1960,34.632,2,94809.63,12,6
3488,"NON-BLACK, NON-HISPANIC",FEMALE,,12,1960,53.699,2,94809.63,,6
3489,"NON-BLACK, NON-HISPANIC",MALE,0,1,1962,49.9,2,58120.84,15,0
3490,"NON-BLACK, NON-HISPANIC",MALE,,8,1957,,2,,,5
3491,"NON-BLACK, NON-HISPANIC",FEMALE,29822.5,4,1962,21.083,2,108976.6,12,2
3492,"NON-BLACK, NON-HISPANIC",MALE,55226.86,7,1963,66.416,2,35282.98,12,6
3493,"NON-BLACK, NON-HISPANIC",MALE,110453.7,7,1957,56.788,2,,12,3
3494,"NON-BLACK, NON-HISPANIC",MALE,,10,1957,51.167,2,,13,3
3495,"NON-BLACK, NON-HISPANIC",MALE,83944.82,2,1957,36.121,2,,12,3
3496,"NON-BLACK, NON-HISPANIC",FEMALE,32915.21,4,1960,63.829,2,,14,4
3497,"NON-BLACK, NON-HISPANIC",MALE,100512.9,8,1964,91.675,2,94446.37,15,4
3498,"NON-BLACK, NON-HISPANIC",FEMALE,,10,1959,22.579,2,108976.6,12,1
3499,"NON-BLACK, NON-HISPANIC",MALE,,7,1957,,2,,18,4
3500,HISPANIC,FEMALE,,9,1958,55.835,2,,17,3
3501,"NON-BLACK, NON-HISPANIC",FEMALE,,5,1957,22.447,2,,12,4
3502,HISPANIC,FEMALE,52784.72,8,1957,43.096,2,,12,3
3503,"NON-BLACK, NON-HISPANIC",MALE,,2,1958,56.814,2,,12,5
3504,"NON-BLACK, NON-HISPANIC",FEMALE,,2,1957,37.546,2,,,5
3505,"NON-BLACK, NON-HISPANIC",FEMALE,79526.67,9,1959,56.313,2,98078.92,,3
3506,"NON-BLACK, NON-HISPANIC",FEMALE,0,5,1961,79.063,2,120782.4,16,3
3507,"NON-BLACK, NON-HISPANIC",MALE,,9,1962,75.331,2,123506.8,14,3
3508,"NON-BLACK, NON-HISPANIC",FEMALE,26508.89,2,1962,21.706,2,72651.05,12,0
3509,"NON-BLACK, NON-HISPANIC",MALE,33136.11,9,1961,,2,108976.6,12,2
3510,"NON-BLACK, NON-HISPANIC",MALE,,4,1959,18.559,2,9593.574,,5
3511,"NON-BLACK, NON-HISPANIC",FEMALE,39106.14,6,1962,81.893,2,72651.05,12,0
3512,"NON-BLACK, NON-HISPANIC",FEMALE,0,5,1964,19.351,2,67202.23,12,2
3513,"NON-BLACK, NON-HISPANIC",MALE,35345.19,5,1961,18.312,2,83548.71,12,2
3514,"NON-BLACK, NON-HISPANIC",FEMALE,7179.491,8,1962,74.184,2,225218.3,12,3
3515,"NON-BLACK, NON-HISPANIC",MALE,134753.5,6,1958,99.396,2,,18,1
3516,"NON-BLACK, NON-HISPANIC",MALE,44181.48,3,1963,26.619,2,72651.05,12,3
3517,"NON-BLACK, NON-HISPANIC",MALE,,5,1964,44.921,2,72651.05,12,3
3518,"NON-BLACK, NON-HISPANIC",FEMALE,53790.96,5,1957,23.609,2,,12,6
3519,"NON-BLACK, NON-HISPANIC",FEMALE,18777.13,4,1959,5.699,2,90813.81,12,6
3520,"NON-BLACK, NON-HISPANIC",MALE,,2,1961,33.591,2,105344,18,6
3521,"NON-BLACK, NON-HISPANIC",MALE,13254.45,2,1963,40.802,2,108250.1,12,6
3522,"NON-BLACK, NON-HISPANIC",FEMALE,2761.343,12,1963,13.607,2,61753.39,12,1
3523,"NON-BLACK, NON-HISPANIC",FEMALE,14871.49,3,1963,61.807,2,,12,6
3524,"NON-BLACK, NON-HISPANIC",FEMALE,77317.59,9,1961,27.02,2,23974.85,13,1
3525,"NON-BLACK, NON-HISPANIC",MALE,,7,1958,98.118,2,81746.97,,2
3526,"NON-BLACK, NON-HISPANIC",MALE,,3,1958,36.108,2,101711.5,,6
3527,"NON-BLACK, NON-HISPANIC",FEMALE,4418.148,11,1960,58.406,2,131861.7,12,6
3528,"NON-BLACK, NON-HISPANIC",MALE,,10,1961,44.683,2,141669.5,13,6
3529,"NON-BLACK, NON-HISPANIC",MALE,,12,1963,54.924,2,141669.5,,6
3530,"NON-BLACK, NON-HISPANIC",MALE,33136.11,5,1961,95.493,2,123506.8,16,2
3531,"NON-BLACK, NON-HISPANIC",FEMALE,22090.74,3,1958,65.807,2,154383.5,13,2
3532,"NON-BLACK, NON-HISPANIC",FEMALE,13254.45,12,1959,53.789,2,,12,2
3533,"NON-BLACK, NON-HISPANIC",MALE,118185.5,5,1958,85.393,2,49686.05,14,1
3534,HISPANIC,MALE,,4,1959,89.897,2,,16,3
3535,HISPANIC,FEMALE,97574.8,6,1960,92.40401,2,,19,3
3536,HISPANIC,FEMALE,,1,1962,63.329,2,174362.5,17,3
3537,"NON-BLACK, NON-HISPANIC",FEMALE,35001.68,2,1958,38.672,2,68146.69,12,4
3538,BLACK,MALE,39321.52,3,1957,67.319,2,,12,0
3539,BLACK,MALE,16568.06,4,1963,17.587,2,36325.53,9,3
3540,BLACK,MALE,30927.04,4,1961,36.551,2,36325.53,11,3
3541,BLACK,MALE,5522.686,3,1962,11.028,3,21795.32,10,4
3542,BLACK,FEMALE,,9,1957,12.436,2,,10,4
3543,BLACK,FEMALE,30927.04,1,1964,29.695,2,58120.84,12,4
3544,BLACK,FEMALE,0,1,1963,5.665,2,72651.05,12,13
3545,BLACK,FEMALE,36449.72,5,1963,40.382,2,72651.05,14,4
3546,BLACK,FEMALE,80631.21,4,1964,55.054,2,72651.05,15,4
3547,BLACK,FEMALE,54122.32,9,1959,40.401,2,69018.5,14,4
3548,BLACK,FEMALE,41972.41,10,1962,23.819,2,76283.61,13,4
3549,"NON-BLACK, NON-HISPANIC",FEMALE,20654.84,3,1962,29.121,2,61753.39,12,6
3550,"NON-BLACK, NON-HISPANIC",MALE,66272.23,9,1960,62.616,2,42954.93,12,6
3551,"NON-BLACK, NON-HISPANIC",FEMALE,88362.97,12,1961,95.741,2,54488.29,16,6
3552,"NON-BLACK, NON-HISPANIC",FEMALE,46390.56,6,1964,83.704,2,54488.29,12,6
3553,"NON-BLACK, NON-HISPANIC",MALE,60749.54,4,1962,78.494,2,43590.63,12,8
3554,"NON-BLACK, NON-HISPANIC",FEMALE,54785.04,1,1964,65.232,2,43590.63,10,8
3555,"NON-BLACK, NON-HISPANIC",FEMALE,11597.64,4,1958,30.231,0,,12,8
3556,"NON-BLACK, NON-HISPANIC",FEMALE,17672.59,2,1960,26.054,2,,12,3
3557,"NON-BLACK, NON-HISPANIC",FEMALE,64063.15,1,1961,34.815,2,65749.2,12,3
3558,"NON-BLACK, NON-HISPANIC",FEMALE,85049.36,1,1963,72.743,2,67565.48,17,3
3559,"NON-BLACK, NON-HISPANIC",MALE,17672.59,3,1960,83.662,2,40684.59,12,4
3560,"NON-BLACK, NON-HISPANIC",FEMALE,,8,1963,80.612,2,40684.59,12,4
3561,"NON-BLACK, NON-HISPANIC",MALE,33136.11,7,1964,4.231,2,50855.74,12,4
3562,"NON-BLACK, NON-HISPANIC",MALE,,10,1958,16.231,2,58120.84,12,9
3563,"NON-BLACK, NON-HISPANIC",MALE,34929.88,1,1960,25.734,2,79916.16,12,9
3564,"NON-BLACK, NON-HISPANIC",FEMALE,,5,1961,12.964,2,79916.16,12,9
3565,"NON-BLACK, NON-HISPANIC",FEMALE,,3,1957,84.823,2,,12,8
3566,"NON-BLACK, NON-HISPANIC",FEMALE,0,3,1958,46.411,2,,12,9
3567,"NON-BLACK, NON-HISPANIC",MALE,0,5,1960,62.489,2,54175.89,12,4
3568,"NON-BLACK, NON-HISPANIC",FEMALE,16568.06,6,1962,29.205,2,78768.27,,4
3569,"NON-BLACK, NON-HISPANIC",MALE,44181.48,8,1963,19.175,2,78768.27,12,4
3570,"NON-BLACK, NON-HISPANIC",MALE,66272.23,7,1961,4.347,2,81935.86,9,4
3571,"NON-BLACK, NON-HISPANIC",MALE,36449.72,11,1963,20.536,2,81935.86,9,4
3572,"NON-BLACK, NON-HISPANIC",FEMALE,,9,1964,18.677,2,81935.86,10,4
3573,"NON-BLACK, NON-HISPANIC",FEMALE,23195.28,8,1962,99.63899,2,87181.27,12,1
3574,"NON-BLACK, NON-HISPANIC",FEMALE,57435.93,8,1964,98.092,2,87181.27,12,1
3575,"NON-BLACK, NON-HISPANIC",MALE,77317.59,2,1958,28.797,2,58120.84,12,4
3576,"NON-BLACK, NON-HISPANIC",FEMALE,0,1,1960,64.70399,2,99531.94,12,4
3577,"NON-BLACK, NON-HISPANIC",MALE,,1,1962,2.051,2,108976.6,,4
3578,"NON-BLACK, NON-HISPANIC",MALE,65719.95,9,1963,17.919,2,108976.6,,4
3579,"NON-BLACK, NON-HISPANIC",MALE,49704.17,2,1957,42.908,2,,12,2
3580,"NON-BLACK, NON-HISPANIC",MALE,46390.56,9,1959,75.229,2,29786.93,12,1
3581,"NON-BLACK, NON-HISPANIC",MALE,140276.2,10,1957,55.513,2,,16,3
3582,"NON-BLACK, NON-HISPANIC",MALE,344973.4,11,1961,77.911,2,130771.9,18,1
3583,"NON-BLACK, NON-HISPANIC",MALE,121499.1,3,1963,99.022,2,130771.9,19,1
3584,"NON-BLACK, NON-HISPANIC",FEMALE,51913.24,9,1959,18.188,2,64659.44,12,2
3585,"NON-BLACK, NON-HISPANIC",MALE,,2,1961,94.65,2,65385.95,16,2
3586,"NON-BLACK, NON-HISPANIC",FEMALE,37554.26,3,1963,,2,27244.14,12,9
3587,"NON-BLACK, NON-HISPANIC",MALE,58540.46,5,1957,76.091,2,17657.84,14,2
3588,"NON-BLACK, NON-HISPANIC",MALE,88362.97,10,1961,71.155,2,44901.98,18,2
3589,"NON-BLACK, NON-HISPANIC",MALE,53901.41,8,1959,51.56,2,76243.66,12,2
3590,"NON-BLACK, NON-HISPANIC",MALE,60749.54,7,1959,90.906,2,46496.68,13,3
3591,"NON-BLACK, NON-HISPANIC",MALE,,8,1960,77.562,2,69018.5,12,6
3592,"NON-BLACK, NON-HISPANIC",MALE,38658.8,5,1962,61.802,2,76283.61,12,6
3593,"NON-BLACK, NON-HISPANIC",MALE,,12,1963,71.054,2,76283.61,12,6
3594,"NON-BLACK, NON-HISPANIC",FEMALE,49704.17,1,1959,29.377,2,,12,8
3595,"NON-BLACK, NON-HISPANIC",MALE,,9,1960,40.522,2,,12,8
3596,"NON-BLACK, NON-HISPANIC",MALE,,6,1964,48.605,2,,12,8
3597,"NON-BLACK, NON-HISPANIC",FEMALE,2650.889,1,1959,54.584,2,,14,10
3598,"NON-BLACK, NON-HISPANIC",MALE,46390.56,5,1959,21.334,2,101711.5,12,1
3599,"NON-BLACK, NON-HISPANIC",MALE,,1,1961,52.464,2,127139.3,,1
3600,"NON-BLACK, NON-HISPANIC",MALE,,9,1958,57.648,2,65385.95,12,4
3601,"NON-BLACK, NON-HISPANIC",FEMALE,64063.15,12,1963,79.229,2,78099.88,13,3
3602,"NON-BLACK, NON-HISPANIC",MALE,93885.66,1,1957,62.217,2,,12,3
3603,"NON-BLACK, NON-HISPANIC",FEMALE,73451.72,11,1959,61.383,2,,12,3
3604,"NON-BLACK, NON-HISPANIC",MALE,92781.12,4,1962,26.294,2,,12,3
3605,"NON-BLACK, NON-HISPANIC",FEMALE,58540.46,3,1958,74.851,2,,12,4
3606,"NON-BLACK, NON-HISPANIC",FEMALE,33136.11,12,1960,57.872,2,53035.27,13,3
3607,"NON-BLACK, NON-HISPANIC",MALE,33136.11,2,1957,32.823,2,,11,1
3608,"NON-BLACK, NON-HISPANIC",MALE,78090.77,7,1957,90.06,2,,16,3
3609,"NON-BLACK, NON-HISPANIC",FEMALE,44733.75,6,1960,50.181,2,,14,3
3610,"NON-BLACK, NON-HISPANIC",FEMALE,0,5,1958,18.919,2,64641.27,12,4
3611,"NON-BLACK, NON-HISPANIC",FEMALE,2761.343,3,1960,45.548,2,81732.43,12,4
3612,"NON-BLACK, NON-HISPANIC",MALE,11045.37,11,1962,41.128,2,85364.98,12,4
3613,"NON-BLACK, NON-HISPANIC",FEMALE,33136.11,6,1957,74.682,2,,12,6
3614,"NON-BLACK, NON-HISPANIC",FEMALE,53017.78,3,1959,91.86301,2,,16,1
3615,"NON-BLACK, NON-HISPANIC",MALE,,8,1962,82.77701,2,94446.37,12,4
3616,"NON-BLACK, NON-HISPANIC",MALE,38658.8,4,1963,91.974,2,54669.92,12,3
